Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
CN1,XY308-2.54-4P,CONN-TH_XY308-2.54-4P,142.739737,-54.934437,-90.0,top
R1,5.1K,R0805,133.739737,-52.324437,180.0,top
R2,5.1K,R0805,133.739737,-54.614437,180.0,top
U1,MX128-2.54-GN01-06P-CU-Y-A,CONN-TH_6P-P2.54_MX128-2.54-6P,125.739737,-54.884437,-90.0,top
